Dates,Adj Close
1997-06-20,20385.53906
1997-06-23,20436.14063
1997-06-24,20341.92969
1997-06-25,20679.26953
1997-06-26,20624.75977
1997-06-27,20523.75
1997-06-30,20604.96094
1997-07-01,20175.51953
1997-07-02,20196.41992
1997-07-03,20121.41016
1997-07-04,19968.0
1997-07-07,19705.16992
1997-07-08,19853.89063
1997-07-09,19697.16992
1997-07-10,19754.7793
1997-07-11,19875.49023
1997-07-14,20228.7207
1997-07-15,20069.41016
1997-07-16,20358.74023
1997-07-17,20519.25
1997-07-18,20249.32031
1997-07-21,
1997-07-22,20157.01953
1997-07-23,20130.50977
1997-07-24,20286.23047
1997-07-25,20389.53906
1997-07-28,20575.25977
1997-07-29,20402.74023
1997-07-30,20212.82031
1997-07-31,20331.42969
1997-08-01,19804.38086
1997-08-04,19668.07031
1997-08-05,19514.44922
1997-08-06,19702.07031
1997-08-07,19475.84961
1997-08-08,19604.46094
1997-08-11,18824.17969
1997-08-12,19099.10938
1997-08-13,19008.59961
1997-08-14,19222.61914
1997-08-15,19326.0293
1997-08-18,19041.09961
1997-08-19,18961.0
1997-08-20,19252.23047
1997-08-21,19157.11914
1997-08-22,18650.16992
1997-08-25,18656.16992
1997-08-26,18814.98047
1997-08-27,18441.93945
1997-08-28,18451.44922
1997-08-29,18229.41992
1997-09-01,17974.30078
1997-09-02,18232.51953
1997-09-03,18735.16992
1997-09-04,18615.06055
1997-09-05,18650.16992
1997-09-08,18633.85938
1997-09-09,18695.9707
1997-09-10,18704.76953
1997-09-11,18282.23047
1997-09-12,17965.80078
1997-09-15,
1997-09-16,17974.5
1997-09-17,17683.26953
1997-09-18,17930.08984
1997-09-19,18058.21094
1997-09-22,18201.32031
1997-09-23,
1997-09-24,18420.08008
1997-09-25,18341.96094
1997-09-26,17994.71094
1997-09-29,17987.21094
1997-09-30,17887.71094
1997-10-01,17842.16016
1997-10-02,17455.03906
1997-10-03,17647.44922
1997-10-06,17824.7793
1997-10-07,17511.18945
1997-10-08,17619.17969
1997-10-09,17376.91992
1997-10-10,
1997-10-13,17204.69922
1997-10-14,17306.39063
1997-10-15,17331.36914
1997-10-16,17707.49023
1997-10-17,17478.41992
1997-10-20,17294.50977
1997-10-21,17210.08984
1997-10-22,17687.60938
1997-10-23,17151.55078
1997-10-24,17363.74023
1997-10-27,17038.35938
1997-10-28,16312.69043
1997-10-29,16857.03906
1997-10-30,16364.94043
1997-10-31,16458.93945
1997-11-03,
1997-11-04,16500.09961
1997-11-05,16448.05078
1997-11-06,16533.86914
1997-11-07,15836.36035
1997-11-10,15697.2002
1997-11-11,15867.230469999999
1997-11-12,15434.169919999998
1997-11-13,15427.269530000001
1997-11-14,15082.519530000001
1997-11-17,16283.32031
1997-11-18,16726.57031
1997-11-19,15842.45996
1997-11-20,16308.490230000001
1997-11-21,16721.58008
1997-11-24,
1997-11-25,15867.53027
1997-11-26,16045.549809999999
1997-11-27,16603.19922
1997-11-28,16636.25977
1997-12-01,17007.58984
1997-12-02,16910.28906
1997-12-03,16585.50977
1997-12-04,16306.79004
1997-12-05,16424.48047
1997-12-08,16131.57031
1997-12-09,16686.50977
1997-12-10,16478.11914
1997-12-11,16050.15039
1997-12-12,15904.299809999999
1997-12-15,15909.38965
1997-12-16,15985.20996
1997-12-17,16541.06055
1997-12-18,16161.63965
1997-12-19,15314.88965
1997-12-22,14799.40039
1997-12-23,
1997-12-24,14924.980469999999
1997-12-25,15300.09961
1997-12-26,14802.59961
1997-12-29,14775.21973
1997-12-30,15258.740230000001
1997-12-31,
1998-01-01,
1998-01-02,
1998-01-05,14956.83984
1998-01-06,14896.40039
1998-01-07,15028.169919999998
1998-01-08,15019.17969
1998-01-09,14995.09961
1998-01-12,14664.44043
1998-01-13,14755.94043
1998-01-14,15121.980469999999
1998-01-15,
1998-01-16,16046.4502
1998-01-19,16262.04004
1998-01-20,16366.53027
1998-01-21,16684.41992
1998-01-22,16405.68945
1998-01-23,16789.10938
1998-01-26,17073.33008
1998-01-27,16981.61914
1998-01-28,16973.83008
1998-01-29,17014.58984
1998-01-30,16628.4707
1998-02-02,16776.82031
1998-02-03,17022.98047
1998-02-04,16882.61914
1998-02-05,17003.30078
1998-02-06,17040.06055
1998-02-09,17205.0
1998-02-10,17205.08984
1998-02-11,
1998-02-12,17174.92969
1998-02-13,16791.00977
1998-02-16,16775.51953
1998-02-17,16790.71094
1998-02-18,16613.89063
1998-02-19,16616.48047
1998-02-20,16756.24023
1998-02-23,16609.49023
1998-02-24,16198.0
1998-02-25,16360.63965
1998-02-26,16501.69922
1998-02-27,16831.66992
1998-03-02,17264.33984
1998-03-03,17168.33008
1998-03-04,17095.59961
1998-03-05,16848.55078
1998-03-06,17131.9707
1998-03-09,16972.5293
1998-03-10,16982.82031
1998-03-11,16756.14063
1998-03-12,16575.2207
1998-03-13,17060.14063
1998-03-16,16861.14063
1998-03-17,16997.19922
1998-03-18,16619.67969
1998-03-19,16679.01953
1998-03-20,16830.4707
1998-03-23,16868.83008
1998-03-24,16606.39063
1998-03-25,16658.33984
1998-03-26,16980.61914
1998-03-27,16739.25977
1998-03-30,16263.04004
1998-03-31,16527.16992
1998-04-01,16241.66016
1998-04-02,15702.90039
1998-04-03,15517.78027
1998-04-06,15705.990230000001
1998-04-07,15978.71973
1998-04-08,16376.62012
1998-04-09,16536.66016
1998-04-10,16481.11914
1998-04-13,16317.580080000002
1998-04-14,16277.32031
1998-04-15,16299.299809999999
1998-04-16,15883.769530000001
1998-04-17,15703.799809999999
1998-04-20,15697.09961
1998-04-21,15825.669919999998
1998-04-22,15761.54004
1998-04-23,15761.69043
1998-04-24,16011.240230000001
1998-04-27,15649.9502
1998-04-28,15395.42969
1998-04-29,
1998-04-30,15641.259769999999
1998-05-01,15601.09961
1998-05-04,
1998-05-05,
1998-05-06,15243.83984
1998-05-07,15143.03027
1998-05-08,15149.0
1998-05-11,15381.90039
1998-05-12,15322.480469999999
1998-05-13,15343.80957
1998-05-14,15307.69043
1998-05-15,15242.86035
1998-05-18,15384.46973
1998-05-19,15551.65039
1998-05-20,15652.9502
1998-05-21,15845.25
1998-05-22,15801.65039
1998-05-25,15783.12012
1998-05-26,15884.82031
1998-05-27,15664.29004
1998-05-28,15796.549809999999
1998-05-29,15670.78027
1998-06-01,15321.03027
1998-06-02,15554.4502
1998-06-03,15347.0
1998-06-04,15426.46973
1998-06-05,15323.42969
1998-06-08,15294.70996
1998-06-09,15530.169919999998
1998-06-10,15339.259769999999
1998-06-11,15014.04004
1998-06-12,15022.330080000002
1998-06-15,14825.169919999998
1998-06-16,14720.37988
1998-06-17,14715.37988
1998-06-18,15361.54004
1998-06-19,15267.980469999999
1998-06-22,15309.08984
1998-06-23,15054.59961
1998-06-24,15123.17969
1998-06-25,15132.21973
1998-06-26,15210.04004
1998-06-29,15365.730469999999
1998-06-30,15830.269530000001
1998-07-01,16362.88965
1998-07-02,16471.58008
1998-07-03,16511.24023
1998-07-06,16350.4502
1998-07-07,16416.2793
1998-07-08,16530.9707
1998-07-09,16446.94922
1998-07-10,16090.05957
1998-07-13,16360.38965
1998-07-14,16488.91016
1998-07-15,16614.14063
1998-07-16,16731.91992
1998-07-17,16570.7793
1998-07-20,
1998-07-21,16556.68945
1998-07-22,16293.05957
1998-07-23,16188.009769999999
1998-07-24,16361.88965
1998-07-27,15944.36035
1998-07-28,16114.54004
1998-07-29,16158.08984
1998-07-30,16201.59961
1998-07-31,16378.96973
1998-08-03,16165.080080000002
1998-08-04,16023.580080000002
1998-08-05,15992.16016
1998-08-06,15876.21973
1998-08-07,15829.169919999998
1998-08-10,15626.419919999998
1998-08-11,15406.990230000001
1998-08-12,15378.96973
1998-08-13,15382.019530000001
1998-08-14,15123.92969
1998-08-17,14794.66016
1998-08-18,15063.79004
1998-08-19,15406.33984
1998-08-20,15391.41016
1998-08-21,15298.2002
1998-08-24,14988.36035
1998-08-25,15072.92969
1998-08-26,14866.03027
1998-08-27,14413.79004
1998-08-28,13915.62988
1998-08-31,14107.88965
1998-09-01,14369.62988
1998-09-02,14376.62012
1998-09-03,14261.240230000001
1998-09-04,14042.91016
1998-09-07,14790.05957
1998-09-08,14913.490230000001
1998-09-09,14755.54004
1998-09-10,14666.03027
1998-09-11,13916.980469999999
1998-09-14,14227.37012
1998-09-15,
1998-09-16,14197.7002
1998-09-17,13859.13965
1998-09-18,13983.12012
1998-09-21,13597.299809999999
1998-09-22,13789.80957
1998-09-23,
1998-09-24,14205.78027
1998-09-25,13723.83984
1998-09-28,13909.37012
1998-09-29,13821.42969
1998-09-30,13406.38965
1998-10-01,13197.12012
1998-10-02,13223.69043
1998-10-05,12948.12012
1998-10-06,13021.63965
1998-10-07,13825.61035
1998-10-08,13026.05957
1998-10-09,12879.969729999999
1998-10-12,13555.009769999999
1998-10-13,13242.79004
1998-10-14,13070.73047
1998-10-15,12995.37012
1998-10-16,13280.54004
1998-10-19,13567.2002
1998-10-20,13808.049809999999
1998-10-21,14216.330080000002
1998-10-22,14295.55957
1998-10-23,14144.7002
1998-10-26,13843.45996
1998-10-27,13820.67969
1998-10-28,13516.07031
1998-10-29,13668.71973
1998-10-30,13564.509769999999
1998-11-02,13952.75
1998-11-03,
1998-11-04,14527.80957
1998-11-05,14341.37012
1998-11-06,14121.96973
1998-11-09,14194.54004
1998-11-10,14108.08984
1998-11-11,14428.019530000001
1998-11-12,14075.05957
1998-11-13,14268.20996
1998-11-16,14428.269530000001
1998-11-17,14413.0
1998-11-18,14599.230469999999
1998-11-19,14354.45996
1998-11-20,14779.94043
1998-11-23,
1998-11-24,15164.63965
1998-11-25,15073.46973
1998-11-26,15207.769530000001
1998-11-27,15069.38965
1998-11-30,14883.7002
1998-12-01,14835.41016
1998-12-02,14986.62012
1998-12-03,14697.080080000002
1998-12-04,14639.96973
1998-12-07,14723.490230000001
1998-12-08,14808.2002
1998-12-09,14931.90039
1998-12-10,14807.799809999999
1998-12-11,14405.63965
1998-12-14,14111.62012
1998-12-15,14011.19043
1998-12-16,14096.299809999999
1998-12-17,14126.990230000001
1998-12-18,14194.29004
1998-12-21,14152.9502
1998-12-22,13779.4502
1998-12-23,
1998-12-24,13706.730469999999
1998-12-25,13797.9502
1998-12-28,13709.05957
1998-12-29,13846.90039
1998-12-30,13842.169919999998
1998-12-31,
1999-01-01,
1999-01-04,13415.88965
1999-01-05,13232.74023
1999-01-06,13468.45996
1999-01-07,13536.55957
1999-01-08,13391.80957
1999-01-11,13368.48047
1999-01-12,13360.969729999999
1999-01-13,13403.59961
1999-01-14,13738.86035
1999-01-15,
1999-01-18,13805.05957
1999-01-19,13770.44043
1999-01-20,14028.049809999999
1999-01-21,14245.419919999998
1999-01-22,14154.40039
1999-01-25,14208.80957
1999-01-26,14382.009769999999
1999-01-27,14450.05957
1999-01-28,14342.32031
1999-01-29,14499.25
1999-02-01,14465.17969
1999-02-02,14349.830080000002
1999-02-03,14161.30957
1999-02-04,14086.84961
1999-02-05,13898.080080000002
1999-02-08,13992.490230000001
1999-02-09,13902.66016
1999-02-10,13952.40039
1999-02-11,
1999-02-12,13973.69043
1999-02-15,14054.71973
1999-02-16,14232.63965
1999-02-17,14158.669919999998
1999-02-18,14146.79004
1999-02-19,14098.04004
1999-02-22,14256.669919999998
1999-02-23,14500.65039
1999-02-24,14355.4502
1999-02-25,14470.4502
1999-02-26,14367.54004
1999-03-01,14221.75
1999-03-02,13921.05957
1999-03-03,14170.36035
1999-03-04,14183.4502
1999-03-05,14894.0
1999-03-08,14779.049809999999
1999-03-09,15096.7002
1999-03-10,15480.0
1999-03-11,15502.13965
1999-03-12,15488.86035
1999-03-15,15779.59961
1999-03-16,16072.82031
1999-03-17,16268.11035
1999-03-18,15717.919919999998
1999-03-19,16378.78027
1999-03-22,
1999-03-23,16019.09961
1999-03-24,15515.46973
1999-03-25,15986.04004
1999-03-26,16016.990230000001
1999-03-29,16008.83984
1999-03-30,15859.12012
1999-03-31,15836.58984
1999-04-01,16327.55957
1999-04-02,16290.19043
1999-04-05,16334.78027
1999-04-06,16479.71094
1999-04-07,16554.5
1999-04-08,16846.68945
1999-04-09,16855.63086
1999-04-12,16507.40039
1999-04-13,16715.16016
1999-04-14,16764.67969
1999-04-15,16727.08008
1999-04-16,16851.58008
1999-04-19,16674.21094
1999-04-20,16697.10938
1999-04-21,16495.01953
1999-04-22,16665.88086
1999-04-23,16923.25
1999-04-26,16918.50977
1999-04-27,16957.26953
1999-04-28,16942.24023
1999-04-29,
1999-04-30,16701.5293
1999-05-03,
1999-05-04,
1999-05-05,
1999-05-06,17300.60938
1999-05-07,16946.51953
1999-05-10,16977.00977
1999-05-11,16743.17969
1999-05-12,16947.35938
1999-05-13,16851.25
1999-05-14,16810.39063
1999-05-17,16421.01953
1999-05-18,16378.62012
1999-05-19,16128.17969
1999-05-20,16199.990230000001
1999-05-21,16292.980469999999
1999-05-24,16390.49023
1999-05-25,16214.230469999999
1999-05-26,16230.519530000001
1999-05-27,16177.19043
1999-05-28,15972.67969
1999-05-31,16111.65039
1999-06-01,16408.5
1999-06-02,16417.99023
1999-06-03,16227.5
1999-06-04,16300.75
1999-06-07,16475.89063
1999-06-08,16562.91992
1999-06-09,16622.5
1999-06-10,17102.61914
1999-06-11,17198.55078
1999-06-14,17188.82031
1999-06-15,17282.0
1999-06-16,17210.17969
1999-06-17,17470.44922
1999-06-18,17431.25977
1999-06-21,17738.84961
1999-06-22,17777.61914
1999-06-23,17586.75
1999-06-24,17628.32031
1999-06-25,17436.51953
1999-06-28,17610.58008
1999-06-29,17782.78906
1999-06-30,17529.74023
1999-07-01,17860.75
1999-07-02,17932.4707
1999-07-05,18135.06055
1999-07-06,18050.73047
1999-07-07,17958.90039
1999-07-08,17967.65039
1999-07-09,17937.73047
1999-07-12,18274.17969
1999-07-13,18181.08984
1999-07-14,18357.85938
1999-07-15,18431.85938
1999-07-16,18248.30078
1999-07-19,18532.58008
1999-07-20,
1999-07-21,18257.51953
1999-07-22,17730.33984
1999-07-23,17534.43945
1999-07-26,17491.33984
1999-07-27,17462.7207
1999-07-28,17579.91016
1999-07-29,17869.91992
1999-07-30,17861.85938
1999-08-02,17825.69922
1999-08-03,17969.92969
1999-08-04,17685.38086
1999-08-05,17358.18945
1999-08-06,17084.24023
1999-08-09,17190.44922
1999-08-10,17202.08984
1999-08-11,17211.16016
1999-08-12,17422.9707
1999-08-13,17435.16992
1999-08-16,17826.0293
1999-08-17,17860.08984
1999-08-18,17892.25977
1999-08-19,17879.74023
1999-08-20,18098.10938
1999-08-23,18233.55078
1999-08-24,18095.41016
1999-08-25,17855.16016
1999-08-26,17666.28906
1999-08-27,17599.36914
1999-08-30,17918.9707
1999-08-31,17436.56055
1999-09-01,17802.48047
1999-09-02,17631.25
1999-09-03,17629.99023
1999-09-06,17756.50977
1999-09-07,17707.5
1999-09-08,17641.38086
1999-09-09,17677.56055
1999-09-10,17711.01953
1999-09-13,17909.28906
1999-09-14,17777.2207
1999-09-15,
1999-09-16,17291.58984
1999-09-17,17342.26953
1999-09-20,17575.25977
1999-09-21,17932.78906
1999-09-22,17325.75977
1999-09-23,
1999-09-24,16871.73047
1999-09-27,16821.06055
1999-09-28,17325.69922
1999-09-29,17282.2793
1999-09-30,17605.46094
1999-10-01,17712.56055
1999-10-04,17763.71094
1999-10-05,17784.15039
1999-10-06,17896.41992
1999-10-07,18136.55078
1999-10-08,18062.17969
1999-10-11,
1999-10-12,18090.81055
1999-10-13,17754.49023
1999-10-14,17780.25977
1999-10-15,17601.57031
1999-10-18,17275.33008
1999-10-19,17254.16992
1999-10-20,17534.71094
1999-10-21,17448.26953
1999-10-22,17438.80078
1999-10-25,17648.78906
1999-10-26,17671.78906
1999-10-27,17382.35938
1999-10-28,17413.71094
1999-10-29,17942.08008
1999-11-01,17996.91992
1999-11-02,17991.96094
1999-11-03,
1999-11-04,18348.13086
1999-11-05,18354.90039
1999-11-08,18240.98047
1999-11-09,18292.16016
1999-11-10,18567.86914
1999-11-11,18327.2793
1999-11-12,18258.55078
1999-11-15,18198.08984
1999-11-16,18155.14063
1999-11-17,18274.82031
1999-11-18,18532.81055
1999-11-19,18570.83984
1999-11-22,18822.11914
1999-11-23,
1999-11-24,18896.21094
1999-11-25,18721.7793
1999-11-26,18914.5
1999-11-29,18850.26953
1999-11-30,18558.23047
1999-12-01,18495.94922
1999-12-02,18514.41016
1999-12-03,18368.14063
1999-12-06,18507.19922
1999-12-07,18593.96094
1999-12-08,18401.19922
1999-12-09,18260.7207
1999-12-10,18271.84961
1999-12-13,18205.08008
1999-12-14,18165.55078
1999-12-15,18138.35938
1999-12-16,18111.31055
1999-12-17,18095.11914
1999-12-20,18175.49023
1999-12-21,18080.38086
1999-12-22,18461.92969
1999-12-23,
1999-12-24,18584.94922
1999-12-27,18546.90039
1999-12-28,18783.51953
1999-12-29,18810.58008
1999-12-30,18934.33984
1999-12-31,
2000-01-03,
2000-01-04,19002.85938
2000-01-05,18542.55078
2000-01-06,18168.26953
2000-01-07,18193.41016
2000-01-10,
2000-01-11,18850.91992
2000-01-12,18677.41992
2000-01-13,18833.28906
2000-01-14,18956.55078
2000-01-17,19437.23047
2000-01-18,19196.57031
2000-01-19,18897.75
2000-01-20,19008.00977
2000-01-21,18878.08984
2000-01-24,19056.71094
2000-01-25,18895.5293
2000-01-26,19111.18945
2000-01-27,19209.7207
2000-01-28,19434.7793
2000-01-31,19539.69922
2000-02-01,19423.38086
2000-02-02,19578.91016
2000-02-03,19786.41992
2000-02-04,19763.13086
2000-02-07,19945.42969
2000-02-08,19868.88086
2000-02-09,20007.76953
2000-02-10,19710.01953
2000-02-11,
2000-02-14,19556.46094
2000-02-15,19367.83008
2000-02-16,19599.17969
2000-02-17,19791.40039
2000-02-18,19789.0293
2000-02-21,19543.75
2000-02-22,19390.58008
2000-02-23,19519.55078
2000-02-24,19571.43945
2000-02-25,19817.88086
2000-02-28,19720.09961
2000-02-29,19959.51953
2000-03-01,20081.66992
2000-03-02,20065.10938
2000-03-03,19927.53906
2000-03-06,19796.34961
2000-03-07,19944.24023
2000-03-08,19766.80078
2000-03-09,19662.33008
2000-03-10,19750.40039
2000-03-13,19189.92969
2000-03-14,19141.83984
2000-03-15,19078.59961
2000-03-16,19253.23047
2000-03-17,19566.32031
2000-03-20,
2000-03-21,19602.35938
2000-03-22,19733.58984
2000-03-23,19704.59961
2000-03-24,19958.08008
2000-03-27,20281.0293
2000-03-28,20374.33984
2000-03-29,20706.65039
2000-03-30,20441.5
2000-03-31,20337.32031
2000-04-03,20726.99023
2000-04-04,20594.92969
2000-04-05,20462.76953
2000-04-06,20223.60938
2000-04-07,20252.81055
2000-04-10,20619.06055
2000-04-11,20522.51953
2000-04-12,20833.21094
2000-04-13,20526.41992
2000-04-14,20434.67969
2000-04-17,19008.64063
2000-04-18,18969.51953
2000-04-19,19086.61914
2000-04-20,18959.32031
2000-04-21,18252.67969
2000-04-24,18480.15039
2000-04-25,18272.33008
2000-04-26,18134.31055
2000-04-27,18019.16992
2000-04-28,17973.69922
2000-05-01,18403.08008
2000-05-02,18439.35938
2000-05-03,
2000-05-04,
2000-05-05,
2000-05-08,18199.96094
2000-05-09,17844.53906
2000-05-10,17701.4707
2000-05-11,16882.46094
2000-05-12,17357.85938
2000-05-15,17313.68945
2000-05-16,17551.25
2000-05-17,17404.0293
2000-05-18,17031.63086
2000-05-19,16858.16992
2000-05-22,16386.00977
2000-05-23,16318.730469999999
2000-05-24,16044.44043
2000-05-25,16247.82031
2000-05-26,16008.13965
2000-05-29,16245.44043
2000-05-30,16228.90039
2000-05-31,16332.4502
2000-06-01,16694.30078
2000-06-02,16800.06055
2000-06-05,17201.78906
2000-06-06,17170.08008
2000-06-07,17144.96094
2000-06-08,17004.33984
2000-06-09,16861.91016
2000-06-12,16980.60938
2000-06-13,16914.94922
2000-06-14,16654.41992
2000-06-15,16338.7002
2000-06-16,16318.30957
2000-06-19,16591.34961
2000-06-20,16907.55078
2000-06-21,17210.08008
2000-06-22,17106.00977
2000-06-23,16963.21094
2000-06-26,16925.40039
2000-06-27,17279.06055
2000-06-28,17370.16992
2000-06-29,17475.90039
2000-06-30,17411.05078
2000-07-03,17614.66016
2000-07-04,17470.15039
2000-07-05,17435.94922
2000-07-06,17282.36914
2000-07-07,17398.24023
2000-07-10,17572.67969
2000-07-11,17504.35938
2000-07-12,17342.13086
2000-07-13,17036.90039
2000-07-14,17142.90039
2000-07-17,17286.83008
2000-07-18,16945.07031
2000-07-19,16983.57031
2000-07-20,
2000-07-21,16811.49023
2000-07-24,16547.11914
2000-07-25,16573.58984
2000-07-26,16502.60938
2000-07-27,16182.009769999999
2000-07-28,15838.57031
2000-07-31,15727.490230000001
2000-08-01,16099.669919999998
2000-08-02,16206.19043
2000-08-03,15814.44043
2000-08-04,15667.36035
2000-08-07,16002.70996
2000-08-08,15820.11035
2000-08-09,16034.59961
2000-08-10,15975.65039
2000-08-11,16117.5
2000-08-14,16153.91016
2000-08-15,16298.29004
2000-08-16,16356.03027
2000-08-17,16161.03027
2000-08-18,16280.490230000001
2000-08-21,16040.17969
2000-08-22,16454.74023
2000-08-23,16436.65039
2000-08-24,16670.82031
2000-08-25,16911.33008
2000-08-28,17181.11914
2000-08-29,17141.75
2000-08-30,16901.66992
2000-08-31,16861.25977
2000-09-01,16739.7793
2000-09-04,16688.21094
2000-09-05,16452.26953
2000-09-06,16399.86914
2000-09-07,16300.45996
2000-09-08,16501.55078
2000-09-11,16130.90039
2000-09-12,16040.230469999999
2000-09-13,16190.519530000001
2000-09-14,16213.28027
2000-09-15,
2000-09-18,16061.16016
2000-09-19,16124.19043
2000-09-20,16458.31055
2000-09-21,16311.049809999999
2000-09-22,15818.25
2000-09-25,15992.90039
2000-09-26,15928.62012
2000-09-27,15639.9502
2000-09-28,15626.95996
2000-09-29,15747.259769999999
2000-10-02,15902.509769999999
2000-10-03,15912.08984
2000-10-04,16149.080080000002
2000-10-05,16099.259769999999
2000-10-06,15994.240230000001
2000-10-09,
2000-10-10,15827.71973
2000-10-11,15513.57031
2000-10-12,15550.63965
2000-10-13,15330.30957
2000-10-16,15512.32031
2000-10-17,15340.21973
2000-10-18,14872.480469999999
2000-10-19,14811.080080000002
2000-10-20,15198.730469999999
2000-10-23,15097.95996
2000-10-24,15148.19043
2000-10-25,14840.46973
2000-10-26,14858.42969
2000-10-27,14582.2002
2000-10-30,14464.55957
2000-10-31,14539.59961
2000-11-01,14872.38965
2000-11-02,14837.78027
2000-11-03,
2000-11-06,15371.44043
2000-11-07,15340.330080000002
2000-11-08,15399.63965
2000-11-09,15060.049809999999
2000-11-10,14988.54004
2000-11-13,14664.63965
2000-11-14,14660.04004
2000-11-15,14799.13965
2000-11-16,14587.03027
2000-11-17,14544.299809999999
2000-11-20,14531.65039
2000-11-21,14408.45996
2000-11-22,14301.30957
2000-11-23,
2000-11-24,14315.34961
2000-11-27,14720.38965
2000-11-28,14658.87012
2000-11-29,14507.63965
2000-11-30,14648.509769999999
2000-12-01,14835.330080000002
2000-12-04,14954.730469999999
2000-12-05,14695.049809999999
2000-12-06,14889.37012
2000-12-07,14720.36035
2000-12-08,14696.509769999999
2000-12-11,15015.7002
2000-12-12,15114.63965
2000-12-13,15168.67969
2000-12-14,14927.19043
2000-12-15,14552.29004
2000-12-18,14483.90039
2000-12-19,14132.37012
2000-12-20,13914.42969
2000-12-21,13423.20996
2000-12-22,13427.080080000002
2000-12-25,13931.61035
2000-12-26,14007.84961
2000-12-27,13981.490230000001
2000-12-28,13946.95996
2000-12-29,13785.69043
2001-01-01,
2001-01-02,
2001-01-03,
2001-01-04,13691.490230000001
2001-01-05,13867.61035
2001-01-08,
2001-01-09,13610.509769999999
2001-01-10,13432.65039
2001-01-11,13201.07031
2001-01-12,13347.74023
2001-01-15,13506.230469999999
2001-01-16,13584.4502
2001-01-17,13667.62988
2001-01-18,13873.919919999998
2001-01-19,13989.12012
2001-01-22,14032.419919999998
2001-01-23,13984.66016
2001-01-24,13893.580080000002
2001-01-25,13803.37988
2001-01-26,13696.05957
2001-01-29,13845.28027
2001-01-30,13826.65039
2001-01-31,13843.549809999999
2001-02-01,13779.549809999999
2001-02-02,13703.62988
2001-02-05,13385.51953
2001-02-06,13269.84961
2001-02-07,13366.00977
2001-02-08,13138.23047
2001-02-09,13422.830080000002
2001-02-12,
2001-02-13,13274.7002
2001-02-14,13284.05957
2001-02-15,13327.38965
2001-02-16,13175.49023
2001-02-19,13119.58984
2001-02-20,13248.36035
2001-02-21,13100.08008
2001-02-22,13073.36035
2001-02-23,13246.0
2001-02-26,13201.13965
2001-02-27,13059.86035
2001-02-28,12883.54004
2001-03-01,12681.66016
2001-03-02,12261.799809999999
